1237674648850980000	171.001	-1.08296	0.104451	20.3159	18.5665	17.6773	17.244	16.9341	20.3159	18.5665	17.6773	17.244	16.9341	1.7494	0.88917	0.43333	0.30992	0.0902183	0.0123084	0.00976405	0.0167488	0
1237674650460810000	169.136	0.10767	0.100817	19.2489	17.8672	17.2036	16.8619	16.6054	19.2489	17.8672	17.2036	16.8619	16.6054	1.38167	0.66366	0.34168	0.25648	0.0835799	0.0128248	0.0120671	0.0299179	1
1237648721226430000	170.184	-0.126353	0.101174	20.2715	18.4717	17.4555	16.9872	16.5957	20.2715	18.4717	17.4555	16.9872	16.5957	1.79975	1.01627	0.46823	0.39153	0.0720311	0.0109875	0.00876534	0.0157322	2
1237648720689560000	170.156	-0.577222	0.103657	20.3209	18.3603	17.3698	16.8926	16.5029	20.3209	18.3603	17.3698	16.8926	16.5029	1.96062	0.99051	0.47722	0.38967	0.0710852	0.0102602	0.00813875	0.0130917	3
1237674651535400000	171.029	1.00743	0.101085	19.4433	17.5875	16.6718	16.2758	15.9448	19.4433	17.5875	16.6718	16.2758	15.9448	1.85582	0.91568	0.39593	0.33105	0.0491978	0.00698577	0.00590581	0.00905467	4
1237674650461270000	170.23	0.160168	0.102749	19.932	18.4101	17.6494	17.2266	16.9398	19.932	18.4101	17.6494	17.2266	16.9398	1.52186	0.76076	0.42274	0.28685	0.104217	0.0151491	0.0133664	0.0278604	5
1237648721226360000	170.101	-0.0921551	0.101476	19.7561	18.3287	17.6667	17.2846	17.0366	19.7561	18.3287	17.6667	17.2846	17.0366	1.42739	0.66204	0.38205	0.24797	0.0667199	0.0139684	0.0133933	0.0319707	2
1237674649924460000	170.326	-0.281721	0.0993552	20.258	18.3044	17.3231	16.9084	16.5283	20.258	18.3044	17.3231	16.9084	16.5283	1.95361	0.98126	0.41473	0.38011	0.109734	0.0117052	0.00910528	0.0162713	15
1237648721763690000	171.006	0.334299	0.0980457	18.7708	17.5625	17.0028	16.631	16.3996	18.7708	17.5625	17.0028	16.631	16.3996	1.20827	0.55971	0.37182	0.23144	0.0345814	0.0094074	0.00965137	0.0235738	8
1237648721763360000	170.353	0.332273	0.10419	20.211	18.5419	17.5589	17.0444	16.6377	20.211	18.5419	17.5589	17.0444	16.6377	1.66905	0.98297	0.51457	0.40669	0.0811714	0.0134306	0.0107563	0.0199213	9
1237648722300370000	170.678	0.702083	0.103958	20.2686	18.2998	17.3068	16.8862	16.565	20.2686	18.2998	17.3068	16.8862	16.565	1.96882	0.99293	0.42061	0.32123	0.0609868	0.0094766	0.00789863	0.0129	10
1237674649924460000	170.363	-0.298863	0.100474	19.5784	17.8127	16.8783	16.4251	16.0684	19.5784	17.8127	16.8783	16.4251	16.0684	1.76569	0.93437	0.45327	0.35665	0.0594516	0.00847415	0.00687588	0.0113676	11
1237674651535140000	170.442	0.965806	0.104221	19.6123	17.6654	16.636	16.1897	15.8145	19.6123	17.6654	16.636	16.1897	15.8145	1.9469	1.02948	0.4463	0.37512	0.0638701	0.00759057	0.00604678	0.00929625	12
1237674651535340000	170.995	0.928863	0.102385	19.8452	18.4185	18.0533	17.7681	17.7223	19.8452	18.4185	18.0533	17.7681	17.7223	1.42664	0.36525	0.28518	0.04577	0.0911535	0.0154971	0.016567	0.0419955	13
1237648720689690000	170.533	-0.489033	0.0982552	19.469	17.4691	16.4914	16.0545	15.7073	19.469	17.4691	16.4914	16.0545	15.7073	1.99989	0.97769	0.43689	0.34726	0.0496221	0.00743961	0.00610444	0.00997209	14
1237674649924460000	170.298	-0.293884	0.0983068	18.3415	16.5055	15.6176	15.1932	14.8625	18.3415	16.5055	15.6176	15.1932	14.8625	1.83603	0.88789	0.42439	0.33071	0.039515	0.00564454	0.00471721	0.00775424	15
1237674649924330000	170.108	-0.348008	0.100025	20.1763	17.9392	16.8762	16.3879	15.9979	20.1763	17.9392	16.8762	16.3879	15.9979	2.23706	1.06295	0.48832	0.38999	0.106751	0.00989615	0.0072853	0.0115336	16
1237674651534880000	169.961	0.839575	0.101619	20.6905	18.5173	17.5625	17.1669	16.826	20.6905	18.5173	17.5625	17.1669	16.826	2.1732	0.95481	0.39554	0.34087	0.132416	0.0112012	0.00907812	0.0151582	44
1237674651535400000	171.022	0.991435	0.0997562	19.6572	17.6932	16.6977	16.2314	15.8382	19.6572	17.6932	16.6977	16.2314	15.8382	1.96396	0.99548	0.46637	0.39323	0.0805101	0.00853065	0.00675003	0.0106923	4
1237674650998340000	170.711	0.511697	0.103181	20.5769	18.6867	17.6851	17.2496	16.8684	20.5769	18.6867	17.6851	17.2496	16.8684	1.89026	1.00157	0.43551	0.38115	0.106055	0.0126672	0.00984443	0.0157027	31
1237648721225840000	168.853	-0.186148	0.100223	19.269	17.6857	16.8057	16.3466	16.0037	19.269	17.6857	16.8057	16.3466	16.0037	1.58333	0.87999	0.45909	0.34292	0.0522509	0.00955147	0.00808647	0.0159678	20
