1237666408442560000	0.345682	0.215661	0.395359	1.79614	1.41268	0.68745	0.38079	19.9164	5
1237663543697010000	2.31399	0.295433	0.399817	0.35753	1.1067	1.10572	0.62881	20.9641	12
1237663784197420000	0.129701	0.0927631	0.390973	0.52708	1.75156	0.76509	0.09995	19.5772	12
1237657191979220000	0.642789	0.665062	0.408562	-0.26381	1.28522	0.35945	0.04765	19.4445	12
1237663278464690000	0.116724	1.0076	0.404513	5.34635	2.16687	0.65981	0.37651	19.335	13
1237663543696360000	0.843275	0.406095	0.3989	-0.16431	2.42386	0.71487	0.28771	20.0218	14
1237663543696880000	2.10621	0.217018	0.396543	-0.6353	0.7702	-0.17722	0.43683	19.1728	12
1237663784198200000	1.80649	0.0126166	0.406736	0.17542	1.38644	0.54036	0.53261	19.3861	12
1237663784198210000	1.94099	0.161933	0.400667	5.85594	2.23929	0.63611	0.41366	19.2788	13
1237657191979410000	1.05061	0.787996	0.39956	1.74379	1.9826	0.7029	0.47517	19.7064	1
1237657192515890000	0.143675	1.10154	0.405358	2.72056	1.74134	0.81831	0.48957	19.82	13
1237657192516550000	1.59551	1.05142	0.400377	0.26028	0.73657	0.14203	-0.31574	21.0702	8
1237663543696750000	1.76485	0.413566	0.407468	1.33393	1.94379	0.67677	0.58721	19.0216	11
1237663543696810000	1.84961	0.393333	0.409859	1.73352	1.73999	0.61921	0.51239	19.0684	5
1237663543696810000	1.8713	0.30718	0.407725	5.36704	1.54278	0.44873	0.56796	19.7196	13
1237663543696810000	1.93029	0.290009	0.408042	0.1661	1.79771	0.54626	0.28133	19.5818	10
1237663543696880000	1.99552	0.238745	0.401948	0.88622	1.66694	0.78565	0.61068	19.6642	12
1237663543697080000	2.48293	0.320942	0.407495	0.44927	2.07416	0.68145	0.54509	19.7257	14
1237663784197810000	0.934012	0.0532262	0.405693	1.03884	1.5658	0.46925	0.78797	19.291	6
1237663784198200000	1.88305	0.141533	0.397768	1.50022	2.33633	0.27504	0.30724	18.4637	3
1237663784198200000	1.89162	0.0182394	0.398839	4.08239	1.95683	0.67491	0.44116	18.8805	13
1237678617418460000	1.43211	1.28587	0.390338	1.18633	1.75418	0.62739	0.39945	18.0258	0
1237678617418460000	1.4229	1.31658	0.394881	1.57791	1.71415	0.74468	0.17881	19.4119	13
1237678618491680000	0.188949	2.22066	0.396551	0.13964	1.83118	0.74475	0.27395	19.2113	12
1237657191979280000	0.835424	0.635086	0.397765	-0.18194	1.48101	0.42148	0.11714	19.6252	12
1237657191979410000	1.00872	0.820872	0.400954	0.39068	2.63284	0.74759	0.34254	20.7379	14
1237657191981050000	4.76926	0.759924	0.394128	2.75572	1.28231	0.77473	0.48449	20.2625	13
1237657192517730000	4.30658	1.19548	0.3948	1.02969	1.57919	0.42949	-0.10228	18.979	4
1237663277928350000	1.29412	0.598308	0.398127	0.5865	1.73203	0.62826	0.55651	19.6559	10
1237663278466530000	4.39667	0.931611	0.395801	1.38805	1.68913	0.72827	0.6204	19.971	7
1237663543696940000	2.20332	0.264087	0.396703	3.72694	1.64691	0.69801	0.57637	18.8572	13
1237678596480170000	0.752462	1.99123	0.408243	1.15719	1.67677	0.62967	0.61346	19.6927	6
1237678618491740000	0.32406	2.22175	0.394563	0.14124	1.75855	0.80715	0.3691	19.5226	12
1237657191443460000	3.09495	0.409448	0.398908	1.76453	0.93335	0.96657	-0.18148	21.1107	13
1237657191443920000	4.17203	0.29267	0.402958	1.68698	1.61903	0.68438	0.42895	19.2572	5
1237657191443920000	4.22268	0.385835	0.403308	0.1539	1.88278	0.84813	0.62333	19.6792	12
1237657191444050000	4.56165	0.257899	0.40194	6.6018	1.47362	0.59351	0.45029	18.9441	13
1237657191980790000	4.23694	0.707083	0.401448	0.3318	1.84099	0.74655	0.39202	19.6285	12
1237657192517270000	3.2744	1.10901	0.408362	0.34621	0.339	0.35915	0.22819	20.0567	8
1237657192517400000	3.602	1.15936	0.407977	0.65845	1.567	0.65123	0.44502	19.2156	12
1237663277929130000	3.09338	0.430123	0.398761	2.0468	1.84665	0.6547	0.43715	19.5358	13
1237663277929130000	3.13181	0.494707	0.397216	1.03967	1.50916	0.61489	0.34424	19.5126	8
1237663277929130000	3.13665	0.502101	0.399101	0.78458	1.51782	0.70425	0.5535	19.5631	12
1237663277929260000	3.37258	0.499061	0.408493	0.17601	0.37064	0.14937	0.17728	19.7779	8
1237663277929520000	4.02087	0.564191	0.403234	-0.18717	1.27561	0.42297	0.04744	19.9736	12
1237663278466070000	3.29686	0.917173	0.407709	0.89982	1.58524	0.33126	0.36254	19.3329	8
1237663278466070000	3.22896	1.01409	0.401542	6.42342	1.70736	0.70141	0.41752	19.3113	13
1237663543697270000	2.96905	0.239253	0.407636	-0.0758	1.59902	0.76232	0.64345	19.612	12
1237663784199120000	4.03328	0.0644154	0.392174	1.43184	1.71475	0.67266	0.65351	19.212	9
1237663784199320000	4.37716	0.0943801	0.402894	3.20591	1.71718	0.69768	0.34159	19.6853	13
1237678595943230000	0.632955	1.64413	0.398145	5.26279	2.21824	0.67855	0.27712	19.4488	13
1237678595944540000	3.48725	1.58606	0.39344	6.31953	1.43523	0.62239	0.44585	18.9693	13
1237678595944610000	3.64026	1.56139	0.408822	0.19211	2.45212	0.37115	0.92456	19.2261	14
1237678595944740000	3.93929	1.64469	0.39195	1.82119	1.04732	0.54753	0.15169	19.0233	13
1237678595944740000	4.05017	1.53223	0.395281	2.02421	1.57158	0.62926	0.09802	19.2908	13
1237678596481410000	3.61673	1.97224	0.409522	0.2076	1.48716	0.70557	0.36828	19.5306	12
1237678596481480000	3.63431	1.95118	0.408175	-0.06016	0.9973	0.93725	0.37044	20.192	12
1237678596481480000	3.64108	1.88735	0.393307	0.72352	1.90435	0.68589	0.52119	19.4402	14
1237678617419580000	4.02363	1.27974	0.402828	0.23745	2.07024	0.61214	0.3507	19.7008	10
1237678617419640000	4.1128	1.31969	0.394143	0.86456	1.44502	0.67257	0.41822	19.2808	12
1237678617956310000	3.66154	1.76774	0.408084	0.92099	1.85676	0.68839	0.51697	19.3205	14
1237678618491810000	0.478204	2.0805	0.409683	1.49782	1.65072	0.54331	0.45073	19.2578	5
1237678619565750000	1.02459	3.00196	0.404046	0.939	1.67636	0.65185	0.46016	18.7803	10
1237678619566210000	1.98934	3.08048	0.393798	1.18939	1.57221	0.63914	0.216	19.0547	4
1237678660350370000	0.34146	3.75725	0.403376	1.74126	1.50294	0.62539	0.52474	19.151	5
1237678660887240000	0.265185	4.28039	0.40944	1.6915	1.93462	0.60528	0.46597	19.125	5
1237678776867680000	0.456137	4.42145	0.409332	-0.34144	2.01668	0.71893	0.24384	18.7188	12
1237678777404550000	0.384782	4.83606	0.405621	-0.65275	2.74609	0.85751	-1.07573	20.4336	14
1237678777404620000	0.530656	4.89544	0.405048	1.87694	1.4588	0.56015	0.36734	19.1269	5
1237663278465810000	2.67237	0.91407	0.408617	0.57579	0.81507	0.11129	0.12332	19.8429	8
1237663278465870000	2.79992	0.940682	0.409578	0.61389	1.36754	0.52356	0.60116	19.6237	12
1237663543697140000	2.5973	0.304195	0.407562	0.43683	1.27024	0.23325	0.45245	19.5418	8
1237663543697140000	2.6216	0.377114	0.398626	7.10185	1.77176	0.65295	0.43135	18.926	13
1237663543697140000	2.61965	0.377985	0.397917	0.12955	2.08183	0.62967	0.46394	19.7672	10
1237663543697210000	2.81103	0.337146	0.399023	1.22569	1.14318	0.38105	0.31248	18.4531	8
1237678595944800000	4.2018	1.49117	0.3959	4.7771	2.19342	0.78046	0.35935	19.6355	13
1237678595945000000	4.53245	1.64135	0.399382	0.50862	1.51778	0.67095	0.12655	18.9675	12
1237678595945000000	4.60621	1.5693	0.402849	0.37182	1.71897	0.66772	0.44371	19.0664	12
1237678595945130000	4.83456	1.64224	0.403128	0.70651	1.6103	0.73091	0.36134	19.4672	12
1237678596480360000	1.15595	1.99615	0.391916	2.04439	1.62348	0.71101	0.46433	19.4344	13
1237678596481540000	3.78031	2.01049	0.391128	1.7883	1.57492	0.54803	0.324	18.827	5
1237678597018550000	4.15898	2.4258	0.392944	-0.39575	1.5678	0.75261	0.55827	19.3738	12
1237678597018550000	4.19447	2.3516	0.404787	-0.85067	2.38824	0.93047	-0.30474	19.6518	12
1237678597554110000	1.19207	2.81295	0.407224	-0.35943	1.66169	0.34839	0.25216	20.1015	12
1237678597555150000	3.49238	2.75288	0.398806	0.27568	1.61396	0.68359	0.48874	19.6406	12
1237678597555220000	3.74768	2.90141	0.401771	-1.04292	1.92405	0.48881	1.21949	19.3494	10
1237678597555290000	3.89438	2.8887	0.40072	5.80453	1.96069	0.66547	0.56035	19.8128	13
1237678597555290000	3.92686	2.84989	0.401583	0.50442	1.51775	0.83585	0.28757	18.8834	12
1237678597555350000	3.92875	2.8063	0.403206	-0.57507	2.34649	0.44471	0.5231	19.5384	10
