1237657190905210000	0.007874881	-0.163458151	0.1257808	21.21468	19.81998	18.88614	18.47388	18.24681
1237657190905210000	0.00067221	-0.185709625	0.1950547	19.60917	18.63288	17.90081	17.52151	17.44206
1237657190905410000	0.477397862	-0.196251769	0.1257741	20.67073	19.63449	19.14154	18.76505	18.51917
1237663783660680000	0.368737003	-0.224395137	0.08957171	17.7017	16.93418	16.30711	15.92538	15.63125
1237663783660680000	0.368141426	-0.229541105	0.107547	19.34905	18.39427	17.78674	17.4525	17.14695
1237663783660680000	0.373336729	-0.242631618	0.1072829	21.35186	19.84929	19.0095	18.6243	18.29857
1237663783660740000	0.455862283	-0.244230775	0.08911007	20.95278	18.91694	18.50391	18.34723	18.2661
1237667172389420000	0.359841034	-0.209206748	0.1075942	19.11752	17.06869	16.06951	15.58599	15.32097
1237657190905410000	0.472080361	-0.15913112	0.08994389	20.10783	19.62241	19.55781	19.14351	19.85944
1237657190905410000	0.475170902	-0.162960236	0.06212139	20.72621	20.26579	20.14628	19.84288	19.64203
1237663783660550000	0.005316225	-0.270877339	0.1800001	19.98783	19.9966	18.41393	18.72118	17.79587
1237663783660680000	0.376002445	-0.24623586	0.08873614	19.1373	17.62237	16.91066	16.54838	16.26008
1237663783660680000	0.421432805	-0.257527666	0.1067257	21.50709	20.06937	19.43505	19.03745	18.96039
1237657190906130000	2.175830876	-0.177636319	0.137634	20.59358	19.55365	18.91366	18.54771	18.3376
1237657190906200000	2.233761633	-0.193918372	0.138017	19.68891	17.6028	16.51463	16.04503	15.71999
1237657190906200000	2.257568635	-0.18706019	0.1163023	20.38915	19.27537	18.6864	18.41677	18.29128
1237657190906330000	2.631138307	-0.042911545	0.03896306	19.38033	17.92299	17.3896	17.09323	16.96618
1237663783661460000	2.18857119	-0.238645264	0.1375984	21.63371	19.6118	18.55353	18.16211	17.80009
1237663783661600000	2.464663023	-0.229022371	0.1551937	20.18717	19.17238	18.65932	18.40236	18.42284
1237663783661660000	2.546470553	-0.24190285	0.113309	20.12453	18.12504	17.27314	16.65985	16.37852
1237663783661660000	2.545568652	-0.24167677	0.1139882	19.64697	18.2307	17.48052	17.12801	16.95229
1237657189831670000	0.541221939	-0.850901065	0.07599259	21.08309	19.39476	18.76034	18.36314	18.21678
1237657189831600000	0.381117738	-0.879899126	0.07859585	20.44822	19.45096	18.90072	18.65201	18.4051
1237657189831600000	0.362686271	-0.934904835	0.1277255	20.41236	19.54923	18.98552	18.84958	18.59943
1237657189831670000	0.540375413	-0.952459065	0.1931769	20.19759	19.22702	18.72661	18.56847	18.64478
1237657189831730000	0.544388895	-0.966478813	0.1827469	20.51613	18.53906	17.40573	16.96734	16.65264
1237657189831730000	0.579348409	-0.944626361	0.07620177	20.16089	18.93683	18.39663	18.03936	17.88341
1237657189831800000	0.815051696	-0.996494387	0.1282774	20.73451	17.44592	16.55932	16.06175	16.09765
1237657189831800000	0.808103513	-0.962313817	0.1624888	20.64028	19.73946	19.38822	19.2031	19.39016
1237657189831930000	1.023965816	-0.953843951	0.1586064	20.12079	18.89287	18.12672	17.68174	17.58633
1237657189832060000	1.295865902	-0.852074622	0.03970655	19.2904	18.30282	17.83613	17.65246	17.40849
1237657190368340000	0.044045059	-0.623625458	0.1116851	20.26123	19.00628	18.53446	18.14666	18.18326
1237657190368730000	0.878398865	-0.565735129	0.07775346	19.23635	17.94215	17.36136	17.09647	16.95195
1237657190369130000	1.768819078	-0.613024696	0.1772572	20.69323	20.0391	19.56124	19.26494	19.25878
1237657190369130000	1.771031163	-0.512215419	0.0441567	18.80743	17.79569	17.81576	19.47312	18.42467
1237657190369130000	1.850924366	-0.51121432	0.07270871	19.21889	17.85314	17.46649	17.22765	17.21025
1237657190369190000	1.896087028	-0.468640597	0.1958538	20.31732	19.07645	18.41197	18.1392	18.03685
1237657190369260000	2.151111706	-0.596094922	0.07319908	19.5325	17.2851	16.27254	15.89306	15.68457
